layer,expert
9,282
9,286
9,300
9,301
9,304
9,310
9,340
9,343
9,360
9,361
9,363
9,380
9,395
9,399
9,401
9,416
9,420
9,429
9,436
9,439
9,443
9,446
9,466
9,483
9,501
9,503
9,505
9,506
10,3
10,5
10,10
10,32
10,48
10,50
10,51
10,78
10,87
10,92
10,125
10,154
10,163
10,172
10,173
10,176
10,178
10,188
10,202
10,211
10,222
10,223
10,236
10,240
10,251
10,255
10,267
10,270
10,299
10,308
10,314
10,331
10,338
10,341
10,345
10,348
10,349
10,354
10,363
10,378
10,389
10,393
10,400
10,413
10,424
10,488
10,490
10,494
10,497
10,506
11,9
11,17
11,38
11,59
11,63
11,78
11,84
11,103
11,111
11,122
11,127
11,137
11,148
11,153
11,154
11,162
11,163
11,181
11,197
11,207
11,214
11,234
11,238
11,247
11,251
11,255
11,256
11,273
11,322
11,328
11,336
11,337
11,339
11,343
11,374
11,381
11,402
11,410
11,415
11,422
11,438
11,446
11,469
11,471
11,488
11,503
12,11
12,18
12,29
12,32
12,37
12,48
12,60
12,75
12,91
12,98
12,103
12,111
12,113
12,127
12,136
12,140
12,145
12,151
12,155
12,160
12,168
12,182
12,217
12,218
12,220
12,223
12,228
12,232
12,234
12,242
12,246
12,248
12,253
12,266
12,286
12,287
12,288
12,299
12,303
12,307
12,317
12,327
12,331
12,340
12,372
12,395
12,399
12,404
12,406
12,409
12,419
12,444
12,459
12,462
12,470
12,473
12,475
12,491
12,493
12,497
13,2
13,3
13,6
13,26
13,31
13,42
13,58
13,70
13,76
13,80
13,101
13,119
13,124
13,128
13,129
13,147
13,155
13,171
13,172
13,177
13,186
13,195
13,201
13,202
13,204
13,234
13,257
13,265
13,270
13,286
13,306
13,311
13,321
13,328
13,329
13,331
13,347
13,348
13,352
13,373
13,385
13,390
13,412
13,423
13,427
13,446
13,455
13,475
13,482
13,487
13,506
14,5
14,6
14,18
14,19
14,33
14,47
14,48
14,58
14,64
14,69
14,77
14,88
14,90
14,92
14,105
14,112
14,127
14,138
14,192
14,212
14,215
14,219
14,226
14,231
14,249
14,268
14,283
14,302
14,305
14,315
14,316
14,318
14,329
14,335
14,354
14,366
14,381
14,382
14,383
14,396
14,403
14,420
14,428
14,435
14,439
14,447
14,450
14,451
14,452
14,461
14,476
14,486
14,508
15,6
15,19
15,22
15,37
15,51
15,61
15,65
15,78
15,81
15,111
15,130
15,143
15,160
15,163
15,166
15,169
15,178
15,185
15,193
15,209
15,220
15,226
15,250
15,267
15,291
15,296
15,303
15,306
15,309
15,346
15,347
15,370
15,375
15,379
15,381
15,391
15,396
15,404
15,426
15,475
15,476
15,486
15,488
15,495
15,508
16,23
16,25
16,26
16,51
16,74
16,75
16,91
16,92
16,94
16,110
16,115
16,120
16,129
16,133
16,140
16,146
16,160
16,174
16,180
16,182
16,185
16,203
16,204
16,210
16,216
16,223
16,227
16,233
16,243
16,246
16,269
16,271
16,278
16,283
16,299
16,300
16,324
16,325
16,333
16,337
16,341
16,368
16,370
16,376
16,384
16,424
16,433
16,438
16,439
16,441
16,442
16,480
16,482
16,498
17,14
17,34
17,51
17,53
17,54
17,68
17,70
17,72
17,93
17,95
17,102
17,106
17,117
17,132
17,160
17,166
17,172
17,173
17,174
17,196
17,211
17,260
17,265
17,266
17,272
17,273
17,276
17,284
17,285
17,294
17,296
17,297
17,324
17,331
17,333
17,349
17,364
17,369
17,372
17,378
17,410
17,413
17,422
17,430
17,436
17,441
17,453
17,454
17,466
17,467
17,477
17,480
17,488
17,495
17,499
18,13
18,25
18,34
18,42
18,49
18,53
18,62
18,80
18,91
18,93
18,94
18,95
18,96
18,108
18,109
18,117
18,125
18,127
18,152
18,165
18,168
18,170
18,184
18,185
18,196
18,212
18,229
18,235
18,244
18,246
18,252
18,260
18,264
18,282
18,283
18,284
18,285
18,294
18,305
18,306
18,326
18,340
18,343
18,379
18,385
18,386
18,388
18,398
18,399
18,403
18,405
18,428
18,434
18,436
18,440
18,450
18,464
18,468
18,471
18,475
18,483
18,497
18,500
18,503
18,506
18,507
18,510
19,1
19,14
19,20
19,25
19,26
19,46
19,47
19,55
19,62
19,63
19,66
19,75
19,82
19,92
19,104
19,110
19,123
19,129
19,145
19,174
19,210
19,212
19,217
19,223
19,245
19,250
19,255
19,263
19,273
19,286
19,289
19,291
19,313
19,337
19,347
19,376
19,381
19,383
19,418
19,431
19,435
19,436
19,452
19,469
19,482
19,483
19,498
19,502
19,506
20,10
20,13
20,15
20,34
20,55
20,56
20,75
20,76
20,86
20,89
20,90
20,94
20,95
20,117
20,123
20,134
20,136
20,138
20,140
20,142
20,170
20,190
20,198
20,214
20,215
20,228
20,247
20,251
20,278
20,287
20,289
20,290
20,298
20,335
20,345
20,347
20,366
20,401
20,407
20,413
20,423
20,430
20,445
20,451
20,474
20,497
20,507
20,508
21,3
21,18
21,33
21,41
21,43
21,48
21,54
21,56
21,62
21,67
21,71
21,88
21,91
21,98
21,100
21,104
21,116
21,119
21,147
21,175
21,178
21,181
21,198
21,208
21,214
21,220
21,222
21,239
21,242
21,253
21,255
21,268
21,277
21,279
21,281
21,287
21,292
21,301
21,331
21,333
21,337
21,340
21,376
21,378
21,388
21,392
21,409
21,412
21,436
21,440
21,447
21,456
21,458
21,459
21,464
21,467
21,470
21,474
21,496
21,502
21,508
22,8
22,10
22,17
22,20
22,23
22,30
22,36
22,41
22,43
22,51
22,52
22,58
22,60
22,77
22,78
22,81
22,86
22,102
22,104
22,112
22,115
22,122
22,133
22,145
22,149
22,150
22,175
22,177
22,179
22,181
22,193
22,195
22,201
22,205
22,215
22,223
22,230
22,252
22,264
22,270
22,276
22,279
22,281
22,283
22,290
22,293
22,300
22,305
22,309
22,310
22,316
22,317
22,328
22,349
22,355
22,384
22,390
22,401
22,405
22,413
22,422
22,423
22,426
22,434
22,444
22,453
22,461
22,469
22,470
22,471
22,482
22,503
22,511
23,4
23,25
23,33
23,46
23,58
23,69
23,73
23,78
23,93
23,95
23,105
23,106
23,107
23,119
23,124
23,146
23,163
23,164
23,193
23,224
23,238
23,242
23,248
23,260
23,262
23,263
23,279
23,280
23,296
23,306
23,316
23,317
23,363
23,376
23,379
23,384
23,389
23,390
23,398
23,402
23,434
23,435
23,443
23,456
23,478
23,482
23,498
24,2
24,3
24,11
24,49
24,52
24,57
24,74
24,76
24,87
24,101
24,110
24,115
24,116
24,138
24,148
24,155
24,161
24,171
24,176
24,182
24,184
24,189
24,191
24,194
24,233
24,239
24,275
24,283
24,287
24,296
24,301
24,304
24,307
24,318
24,325
24,331
24,339
24,342
24,354
24,356
24,373
24,389
24,392
24,414
24,432
24,448
24,449
24,470
24,477
24,497
24,503
24,505
24,507
24,509
25,0
25,2
25,30
25,42
25,49
25,63
25,82
25,89
25,111
25,129
25,130
25,132
25,138
25,152
25,154
25,157
25,168
25,183
25,210
25,214
25,239
25,259
25,270
25,286
25,301
25,310
25,337
25,340
25,361
25,367
25,380
25,395
25,399
25,401
25,416
25,420
25,424
25,436
25,439
25,443
25,466
25,479
25,508
26,3
26,10
26,32
26,48
26,50
26,60
26,74
26,77
26,87
26,92
26,125
26,129
26,154
26,163
26,172
26,173
26,176
26,188
26,202
26,208
26,211
26,223
26,238
26,240
26,251
26,270
26,273
26,280
26,299
26,305
26,308
26,314
26,329
26,331
26,338
26,345
26,348
26,349
26,354
26,363
26,400
26,424
26,428
26,442
26,469
26,488
26,490
26,506
26,507
27,9
27,12
27,17
27,25
27,35
27,56
27,59
27,63
27,78
27,103
27,111
27,122
27,123
27,127
27,137
27,148
27,150
27,153
27,154
27,169
27,181
27,193
27,194
27,197
27,207
27,214
27,234
27,250
27,256
27,273
27,294
27,322
27,339
27,343
27,374
27,381
27,383
27,402
27,410
27,415
27,422
27,438
27,442
27,469
27,471
28,7
28,11
28,18
28,29
28,32
28,37
28,48
28,57
28,60
28,75
28,91
28,98
28,100
28,103
28,111
28,113
28,127
28,136
28,140
28,145
28,155
28,160
28,168
28,177
28,217
28,220
28,228
28,234
28,246
28,248
28,253
28,266
28,272
28,286
28,288
28,299
28,303
28,304
28,317
28,331
28,334
28,345
28,372
28,377
28,395
28,399
28,406
28,409
28,410
28,419
28,444
28,459
28,470
28,475
28,489
28,491
28,493
28,502
29,6
29,12
29,31
29,42
29,44
29,52
29,71
29,76
29,80
29,101
29,127
29,128
29,129
29,138
29,147
29,171
29,177
29,186
29,195
29,202
29,220
29,257
29,270
29,277
29,286
29,311
29,321
29,328
29,329
29,343
29,346
29,347
29,348
29,352
29,373
29,390
29,412
29,423
29,427
29,441
29,444
29,446
29,454
29,487
29,489
29,490
29,506
30,5
30,18
30,19
30,33
30,38
30,48
30,69
30,77
30,90
30,92
30,96
30,105
30,127
30,131
30,192
30,215
30,219
30,236
30,249
30,283
30,288
30,302
30,315
30,319
30,351
30,354
30,366
30,381
30,382
30,383
30,388
30,396
30,401
30,403
30,427
30,428
30,431
30,435
30,439
30,450
30,452
30,461
30,476
30,486
30,493
30,508
31,6
31,19
31,25
31,37
31,51
31,65
31,66
31,81
31,105
31,111
31,130
31,160
31,169
31,185
31,193
31,209
31,212
31,220
31,226
31,241
31,250
31,267
31,271
31,283
31,291
31,296
31,306
31,336
31,346
31,347
31,370
31,375
31,379
31,381
31,391
31,404
31,475
31,476
31,488
31,495
32,23
32,25
32,26
32,31
32,39
32,51
32,91
32,94
32,108
32,109
32,110
32,115
32,160
32,163
32,174
32,180
32,182
32,185
32,203
32,210
32,216
32,227
32,246
32,269
32,283
32,299
32,300
32,324
32,332
32,333
32,337
32,341
32,370
32,376
32,384
32,399
32,405
32,424
32,433
32,438
32,439
32,441
32,442
32,463
32,470
32,471
32,482
32,498
32,505
33,16
33,17
33,34
33,53
33,54
33,68
33,72
33,79
33,90
33,93
33,106
33,117
33,132
33,172
33,173
33,174
33,187
33,193
33,196
33,207
33,210
33,216
33,260
33,265
33,266
33,272
33,273
33,276
33,284
33,287
33,294
33,296
33,309
33,324
33,331
33,333
33,343
33,349
33,364
33,369
33,371
33,372
33,378
33,410
33,422
33,425
33,430
33,441
33,477
33,480
33,484
33,488
33,495
34,34
34,42
34,48
34,49
34,53
34,62
34,67
34,80
34,91
34,94
34,95
34,96
34,108
34,109
34,117
34,122
34,127
34,152
34,156
34,162
34,165
34,168
34,170
34,184
34,185
34,196
34,199
34,212
34,229
34,234
34,235
34,244
34,246
34,260
34,264
34,282
34,283
34,284
34,285
34,298
34,305
34,306
34,321
34,331
34,337
34,340
34,353
34,358
34,361
34,379
34,385
34,386
34,388
34,394
34,398
34,403
34,416
34,428
34,434
34,450
34,459
34,464
34,468
34,471
34,473
34,483
34,497
34,500
34,503
34,507
34,510
35,1
35,10
35,14
35,16
35,20
35,22
35,25
35,26
35,47
35,63
35,66
35,82
35,92
35,104
35,110
35,113
35,118
35,123
35,129
35,145
35,147
35,161
35,174
35,207
35,210
35,212
35,217
35,223
35,225
35,250
35,263
35,273
35,286
35,289
35,313
35,328
35,331
35,347
35,373
35,381
35,383
35,428
35,431
35,435
35,436
35,440
35,443
35,445
35,452
35,469
35,482
35,487
35,498
35,502
35,504
35,506
36,10
36,13
36,15
36,28
36,34
36,55
36,56
36,57
36,58
36,64
36,69
36,75
36,76
36,82
36,90
36,94
36,95
36,117
36,123
36,134
36,136
36,138
36,140
36,168
36,170
36,190
36,198
36,202
36,214
36,215
36,218
36,228
36,247
36,249
36,251
36,289
36,290
36,297
36,298
36,310
36,315
36,326
36,347
36,359
36,366
36,401
36,413
36,423
36,430
36,436
36,445
36,447
36,451
36,459
36,468
36,474
36,497
36,506
36,507
36,508
37,3
37,11
37,18
37,28
37,33
37,41
37,43
37,48
37,54
37,56
37,58
37,59
37,67
37,71
37,78
37,83
37,91
37,98
37,100
37,104
37,111
37,116
37,119
37,120
37,129
37,136
37,175
37,178
37,181
37,187
37,198
37,199
37,201
37,206
37,208
37,214
37,220
37,222
37,226
37,239
37,242
37,253
37,268
37,279
37,281
37,287
37,292
37,299
37,301
37,311
37,331
37,337
37,340
37,345
37,378
37,392
37,409
37,412
37,419
37,440
37,442
37,447
37,456
37,458
37,459
37,464
37,470
37,474
37,479
37,496
37,502
38,8
38,16
38,17
38,20
38,23
38,24
38,30
38,43
38,51
38,52
38,60
38,65
38,77
38,78
38,81
38,86
38,102
38,104
38,110
38,112
38,115
38,136
38,142
38,145
38,149
38,150
38,175
38,177
38,178
38,179
38,181
38,193
38,201
38,215
38,230
38,252
38,264
38,269
38,270
38,273
38,276
38,279
38,281
38,283
38,290
38,293
38,300
38,305
38,309
38,316
38,317
38,328
38,345
38,349
38,355
38,373
38,379
38,384
38,390
38,396
38,401
38,405
38,413
38,422
38,423
38,426
38,434
38,444
38,453
38,461
38,468
38,469
38,470
38,471
38,482
38,495
38,500
38,503
38,511
39,25
39,33
39,46
39,60
39,69
39,73
39,78
39,81
39,95
39,96
39,105
39,107
39,114
39,117
39,119
39,139
39,146
39,155
39,164
39,181
39,193
39,234
39,238
39,248
39,250
39,260
39,263
39,306
39,316
39,355
39,356
39,363
39,376
39,387
39,390
39,398
39,401
39,407
39,410
39,416
39,434
39,435
39,443
39,454
39,456
39,478
39,482
39,498
39,507
40,6
40,25
40,56
40,77
40,91
40,100
40,106
40,122
40,136
40,145
40,146
40,157
40,179
40,186
40,187
40,198
40,201
40,203
40,215
40,222
40,233
40,244
40,252
40,253
40,263
40,273
40,278
40,280
40,294
40,298
40,311
40,330
40,346
40,352
40,357
40,363
40,366
40,389
40,391
40,397
40,407
40,418
40,425
40,434
40,450
40,456
40,471
40,477
40,482
40,505
41,2
41,12
41,19
41,29
41,40
41,43
41,46
41,61
41,63
41,83
41,90
41,94
41,121
41,125
41,145
41,146
41,157
41,158
41,164
41,170
41,177
41,211
41,226
41,243
41,245
41,252
41,256
41,258
41,259
41,260
41,283
41,306
41,328
41,343
41,352
41,380
41,384
41,385
41,407
41,408
41,414
41,415
41,431
41,434
41,435
41,438
41,449
41,462
41,475
41,484
41,494
41,499
41,501
41,505
41,508
42,16
42,20
42,21
42,22
42,23
42,45
42,50
42,55
42,56
42,59
42,62
42,85
42,87
42,95
42,97
42,113
42,114
42,119
42,122
42,123
42,131
42,133
42,158
42,168
42,172
42,187
42,194
42,197
42,216
42,220
42,225
42,232
42,235
42,237
42,253
42,257
42,261
42,267
42,268
42,287
42,301
42,303
42,304
42,325
42,341
42,342
42,362
42,365
42,369
42,386
42,391
42,393
42,403
42,410
42,417
42,424
42,426
42,428
42,435
42,438
42,457
42,472
42,476
42,478
42,479
42,480
42,490
42,491
42,508
43,15
43,37
43,42
43,49
43,76
43,87
43,92
43,94
43,106
43,107
43,118
43,119
43,142
43,149
43,156
43,166
43,178
43,180
43,181
43,185
43,186
43,207
43,221
43,226
43,234
43,255
43,256
43,267
43,278
43,280
43,293
43,294
43,299
43,300
43,329
43,339
43,345
43,346
43,357
43,360
43,377
43,378
43,380
43,387
43,391
43,412
43,427
43,438
43,460
43,462
43,481
43,486
43,489
43,506
43,509
44,4
44,30
44,33
44,43
44,47
44,51
44,54
44,74
44,79
44,95
44,104
44,120
44,127
44,134
44,145
44,147
44,148
44,156
44,158
44,164
44,167
44,173
44,175
44,189
44,194
44,196
44,202
44,204
44,212
44,220
44,223
44,224
44,233
44,246
44,248
44,250
44,270
44,276
44,280
44,281
44,288
44,292
44,293
44,294
44,333
44,337
44,338
44,372
44,421
44,422
44,427
44,440
44,446
44,471
44,474
44,492
44,500
44,510
45,1
45,2
45,5
45,22
45,31
45,33
45,39
45,48
45,56
45,60
45,64
45,70
45,76
45,84
45,104
45,111
45,113
45,119
45,123
45,126
45,133
45,141
45,153
45,168
45,172
45,193
45,200
45,201
45,210
45,220
45,224
45,230
45,232
45,268
45,282
45,290
45,297
45,301
45,303
45,332
45,346
45,351
45,359
45,365
45,381
45,396
45,401
45,406
45,411
45,415
45,424
45,435
45,447
45,456
45,466
45,472
45,488
45,509
46,11
46,24
46,25
46,33
46,35
46,41
46,45
46,56
46,57
46,68
46,71
46,73
46,77
46,88
46,93
46,121
46,124
46,128
46,138
46,141
46,143
46,147
46,151
46,161
46,164
46,181
46,185
46,186
46,191
46,193
46,196
46,199
46,239
46,242
46,244
46,272
46,281
46,315
46,319
46,329
46,339
46,346
46,351
46,359
46,379
46,390
46,392
46,397
46,407
46,412
46,421
46,431
46,432
46,446
46,464
46,469
46,489
46,492
46,499
46,502
46,504
46,510
47,8
47,11
47,12
47,17
47,29
47,33
47,39
47,45
47,54
47,61
47,76
47,79
47,82
47,88
47,89
47,109
47,112
47,122
47,125
47,126
47,142
47,144
47,154
47,166
47,175
47,178
47,181
47,183
47,188
47,202
47,204
47,207
47,210
47,222
47,232
47,234
47,242
47,248
47,254
47,258
47,269
47,279
47,280
47,285
47,292
47,320
47,323
47,326
47,333
47,336
47,338
47,349
47,356
47,357
47,360
47,372
47,377
47,398
47,415
47,424
47,439
47,445
47,451
47,454
47,458
47,463
47,480
47,486
47,495
47,501
47,505
