trace,workload,budget_gb,capacity_slots,static_slots,static_gb,dynamic_slots,policy,hit_rate,miss_rate,bytes_h2d_per_token,promotions_per_token,evictions_per_token,cache_churn_per_token,cpu_direct_experts_per_token,average_residency_tokens,p50_misses_per_layer,p95_misses_per_layer,projected_routed_moe_p50_ms,projected_routed_moe_p95_ms,band_0_to_4,band_5_to_7,band_8_to_10
results\integration-gate\traces\zh_technical.bin,zh_technical,2,723,361,0.9980928,362,Static Hot + LRU (adaptive),0.10357552083333334,0.8964244791666667,1189648512.0,430.28375,430.28375,860.5675,0.0,0.8691474115706717,9.0,10.0,54.98701749999996,65.73808874999999,0.01328125,0.12104166666666667,0.8656770833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,2,723,361,0.9980928,362,Frequency promotion (adaptive),0.16958333333333334,0.8304166666666667,1102049280.0,352.13875,352.13875,704.2775,0.0,1.0895305549357666,9.0,10.0,53.66390749999995,65.66990374999999,0.05942708333333333,0.215703125,0.7248697916666667
results\integration-gate\traces\zh_technical.bin,zh_technical,2,723,361,0.9980928,362,Hybrid policy (adaptive),0.245984375,0.754015625,797893632.0,288.59,288.59,577.18,73.3375,1.3101299924232264,8.0,10.0,37.75333650000002,60.03700499999998,0.10447916666666666,0.3283333333333333,0.5671875
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,0,0.0,1446,LRU,0.5613802083333334,0.43861979166666665,582094080.0,210.5375,210.5375,421.075,0.0,6.651043827462114,4.0,9.0,30.58747499999999,55.4217925,0.5586197916666666,0.2903645833333333,0.151015625
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,0,0.0,1446,CLOCK,0.5504947916666667,0.44950520833333335,596540160.0,215.7625,215.7625,431.525,0.0,6.480992973267575,4.0,9.0,31.200302499999992,55.16624249999999,0.5401302083333334,0.30359375,0.15627604166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,0,0.0,1446,LFU,0.12645052083333333,0.8735494791666667,1159291008.0,419.30375,419.30375,838.6075,0.0,3.539645901513331,9.0,10.0,53.94341749999996,66.53784999999999,0.021588541666666666,0.14518229166666666,0.8332291666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,1446,3.9979008,0,Static Hot (universal),0.2611614583333333,0.7388385416666666,980515584.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,46.36302499999999,62.23528374999998,0.13697916666666668,0.3093489583333333,0.553671875
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Static Hot + CLOCK (universal),0.48778645833333334,0.5122135416666667,679760640.0,245.8625,245.8625,491.725,0.0,2.9275692885109557,5.0,10.0,34.23161625,55.335435000000025,0.437109375,0.35486979166666666,0.20802083333333332
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Static Hot + LRU (universal),0.5013854166666667,0.49861458333333336,661713408.0,239.335,239.335,478.67,0.0,3.005920945853153,5.0,10.0,33.624950000000005,55.24316625000002,0.46236979166666664,0.33765625,0.19997395833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Frequency promotion (universal),0.49378385416666665,0.5062161458333333,671801472.0,197.42,197.42,394.84,0.0,3.7095350954456023,5.0,10.0,34.2232125,55.124471249999985,0.444296875,0.3555729166666667,0.20013020833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Hybrid policy (universal),0.4912916666666667,0.5087083333333333,551778048.0,199.5725,199.5725,399.145,44.6075,3.656613491274519,5.0,10.0,30.4213270625,49.783217500000035,0.44197916666666665,0.346953125,0.21106770833333333
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,1446,3.9979008,0,Static Hot (adaptive),0.28582552083333335,0.7141744791666667,947783808.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,44.708577500000004,62.703603749999985,0.142421875,0.3547135416666667,0.5028645833333333
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Static Hot + CLOCK (adaptive),0.4886979166666667,0.5113020833333334,678551040.0,245.425,245.425,490.85,0.0,2.9586663184915136,5.0,9.0,34.13217875000001,55.056422500000004,0.433125,0.36606770833333335,0.20080729166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Static Hot + LRU (adaptive),0.5022005208333333,0.49779947916666667,660631680.0,238.94375,238.94375,477.8875,0.0,3.030223431851712,5.0,9.0,33.73671125,55.10062124999999,0.45794270833333334,0.3464583333333333,0.19559895833333332
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Frequency promotion (adaptive),0.4938125,0.5061875,671763456.0,197.34625,197.34625,394.6925,0.0,3.7514253586190125,5.0,9.0,34.11565,54.742543749999975,0.43734375,0.36908854166666666,0.19356770833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,4,1446,723,1.9989504,723,Hybrid policy (adaptive),0.4930625,0.5069375,547623936.0,198.07,198.07,396.14,45.26,3.705472518878655,5.0,9.0,30.372343999999995,49.376847624999996,0.4376302083333333,0.3603125,0.20205729166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,0,0.0,2170,LRU,0.6559973958333334,0.34400260416666667,456527232.0,165.12125,165.12125,330.2425,0.0,12.547024507215514,3.0,8.0,26.899928749999994,51.822604999999996,0.7000260416666667,0.216796875,0.08317708333333333
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,0,0.0,2170,CLOCK,0.6439739583333334,0.3560260416666667,472483584.0,170.8925,170.8925,341.785,0.0,12.165752751240587,3.0,8.0,27.415546249999988,52.16787250000002,0.6834375,0.22955729166666666,0.08700520833333333
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,0,0.0,2170,LFU,0.22418229166666667,0.7758177083333333,1029590784.0,372.3925,372.3925,744.785,0.0,6.053551706616498,8.0,10.0,48.63027374999998,64.86008999999999,0.07981770833333333,0.292421875,0.6277604166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,2170,5.999616,0,Static Hot (universal),0.32879427083333335,0.6712057291666667,890759808.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,43.000374999999984,60.45093874999998,0.21372395833333332,0.34544270833333335,0.44083333333333335
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Static Hot + CLOCK (universal),0.5919140625,0.4080859375,541572480.0,195.88125,195.88125,391.7625,0.0,5.535522541838954,4.0,9.0,29.817252499999995,52.51779375000004,0.6069010416666667,0.274375,0.11872395833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Static Hot + LRU (universal),0.5998359375,0.4001640625,531059328.0,192.07875,192.07875,384.1575,0.0,5.6517047045767255,4.0,9.0,29.510843749999996,52.38290500000002,0.618828125,0.26403645833333333,0.11713541666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Frequency promotion (universal),0.5954583333333333,0.4045416666666667,536868864.0,149.65875,149.65875,299.3175,0.0,7.381942114620492,4.0,9.0,29.421779999999995,52.050442499999996,0.6111979166666667,0.2791666666666667,0.10963541666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Hybrid policy (universal),0.5958307291666667,0.4041692708333333,448391808.0,162.17875,162.17875,324.3575,31.8225,6.72418755600916,4.0,9.0,27.5208918125,47.82165412500002,0.61,0.26953125,0.12046875
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,2170,5.999616,0,Static Hot (adaptive),0.37227083333333333,0.6277291666666667,833061888.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,40.26928875,60.68542874999998,0.24184895833333334,0.40692708333333333,0.3512239583333333
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Static Hot + CLOCK (adaptive),0.6023776041666666,0.3976223958333333,527686272.0,190.85875,190.85875,381.7175,0.0,5.723327092769048,4.0,9.0,29.262407499999995,51.79204375,0.6166927083333333,0.28161458333333333,0.10169270833333334
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Static Hot + LRU (adaptive),0.6103619791666667,0.3896380208333333,517090176.0,187.02625,187.02625,374.0525,0.0,5.834485702407505,4.0,9.0,28.931078749999998,51.64332375000002,0.6280208333333334,0.27260416666666665,0.099375
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Frequency promotion (adaptive),0.6041015625,0.3958984375,525398400.0,145.37125,145.37125,290.7425,0.0,7.663748752787711,4.0,8.0,29.12153624999999,51.549201250000024,0.6196614583333333,0.283671875,0.09666666666666666
results\integration-gate\traces\zh_technical.bin,zh_technical,6,2170,1085,2.999808,1085,Hybrid policy (adaptive),0.6054661458333334,0.39453385416666664,438670080.0,158.6625,158.6625,317.325,30.71375,6.920476356703346,4.0,9.0,27.351784062499995,47.57535925000003,0.617734375,0.27625,0.106015625
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,LRU,0.7273828125,0.2726171875,361791360.0,130.85625,130.85625,261.7125,0.0,20.71765774632007,2.0,7.0,24.72174374999999,49.238288750000024,0.8001041666666666,0.15651041666666668,0.04338541666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,CLOCK,0.7167604166666667,0.2832395833333333,375888384.0,135.955,135.955,271.91,0.0,20.017105164041773,2.0,7.0,24.95784249999999,49.60343125000001,0.7879427083333334,0.16635416666666666,0.045703125
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,LFU,0.3592369791666667,0.6407630208333334,850359168.0,307.56625,307.56625,615.1325,0.0,9.772089952702627,7.0,10.0,41.524051250000014,61.15647374999999,0.22705729166666666,0.3961458333333333,0.376796875
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2893,7.9985664,0,Static Hot (universal),0.3881380208333333,0.6118619791666666,812004480.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,39.90071749999999,58.95270499999999,0.286796875,0.35994791666666665,0.35325520833333335
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Static Hot + CLOCK (universal),0.7167604166666667,0.2832395833333333,375888384.0,135.955,135.955,271.91,0.0,20.017105164041773,2.0,7.0,24.95784249999999,49.60343125000001,0.7879427083333334,0.16635416666666666,0.045703125
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Static Hot + LRU (universal),0.7273828125,0.2726171875,361791360.0,130.85625,130.85625,261.7125,0.0,20.71765774632007,2.0,7.0,24.72174374999999,49.238288750000024,0.8001041666666666,0.15651041666666668,0.04338541666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Frequency promotion (universal),0.7246197916666667,0.2753802083333333,365458176.0,84.9075,84.9075,169.815,0.0,31.682232287237785,2.0,7.0,24.61615249999999,48.53448750000005,0.8026822916666667,0.16088541666666667,0.036432291666666665
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Hybrid policy (universal),0.7208020833333333,0.27919791666666666,307507968.0,111.2225,111.2225,222.445,22.7925,24.67414476482829,2.0,8.0,24.473956812499992,46.48305962500003,0.7859114583333333,0.16315104166666666,0.0509375
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Static Hot + CLOCK (universal),0.6946171875,0.3053828125,405274752.0,146.58375,146.58375,293.1675,0.0,14.368589285437261,3.0,8.0,25.94960749999999,49.953379999999996,0.7579427083333333,0.187421875,0.054635416666666665
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Static Hot + LRU (universal),0.7051770833333333,0.29482291666666666,391260672.0,141.515,141.515,283.03,0.0,14.835321607620513,2.0,8.0,25.771487499999992,49.562727499999994,0.7706510416666666,0.178046875,0.05130208333333333
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Frequency promotion (universal),0.7018880208333333,0.29811197916666665,395625600.0,97.53,97.53,195.06,0.0,21.673210198640227,3.0,7.0,25.481604999999988,49.18434749999999,0.769921875,0.185859375,0.04421875
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Hybrid policy (universal),0.6980989583333334,0.30190104166666665,338819328.0,122.5475,122.5475,245.095,22.365,17.25363481999241,3.0,8.0,25.20826737499999,46.676154000000025,0.7576822916666667,0.18455729166666668,0.05776041666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Static Hot + CLOCK (universal),0.6640859375,0.3359140625,445792896.0,161.23875,161.23875,322.4775,0.0,8.952256222779218,3.0,8.0,26.821229999999993,50.49194750000004,0.7120572916666666,0.21677083333333333,0.071171875
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Static Hot + LRU (universal),0.6706197916666666,0.3293802083333333,437121792.0,158.1025,158.1025,316.205,0.0,9.118639053721855,3.0,8.0,26.84195124999999,50.48464875000001,0.7212239583333333,0.2078125,0.07096354166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Frequency promotion (universal),0.6625416666666667,0.33745833333333336,447842304.0,118.57875,118.57875,237.1575,0.0,12.427614411665266,3.0,8.0,27.009713749999992,50.14290499999999,0.71328125,0.22111979166666668,0.06559895833333333
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Hybrid policy (universal),0.6644010416666667,0.3355989583333333,378784512.0,137.0025,137.0025,274.005,24.085,10.53608510020402,3.0,8.0,25.96298243749999,46.994048250000006,0.7110416666666667,0.213359375,0.07559895833333333
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Static Hot + CLOCK (universal),0.5993151041666667,0.40068489583333333,531750528.0,192.32875,192.32875,384.6575,0.0,3.8717304733156754,4.0,9.0,29.33691375,51.767280000000014,0.6118229166666667,0.2810416666666667,0.10713541666666666
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Static Hot + LRU (universal),0.6089348958333334,0.3910651041666667,518984064.0,187.71125,187.71125,375.4225,0.0,3.956735563567424,4.0,9.0,29.06775499999999,51.50403125000002,0.62953125,0.26729166666666665,0.10317708333333334
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Frequency promotion (universal),0.6048515625,0.3951484375,524403072.0,148.69875,148.69875,297.3975,0.0,5.140756695396958,4.0,8.0,29.063562499999996,51.449192500000024,0.623203125,0.2779947916666667,0.09880208333333333
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Hybrid policy (universal),0.6029322916666666,0.3970677083333333,453385728.0,163.985,163.985,327.97,26.6075,4.536130678219213,4.0,9.0,27.59288943749999,47.496521750000014,0.6175520833333333,0.274765625,0.10768229166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2893,7.9985664,0,Static Hot (adaptive),0.43780989583333335,0.5621901041666667,746084736.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,36.75345375,59.73510124999999,0.33666666666666667,0.40901041666666665,0.2543229166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Static Hot + CLOCK (adaptive),0.7167604166666667,0.2832395833333333,375888384.0,135.955,135.955,271.91,0.0,20.017105164041773,2.0,7.0,24.95784249999999,49.60343125000001,0.7879427083333334,0.16635416666666666,0.045703125
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Static Hot + LRU (adaptive),0.7273828125,0.2726171875,361791360.0,130.85625,130.85625,261.7125,0.0,20.71765774632007,2.0,7.0,24.72174374999999,49.238288750000024,0.8001041666666666,0.15651041666666668,0.04338541666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Frequency promotion (adaptive),0.7246197916666667,0.2753802083333333,365458176.0,84.9075,84.9075,169.815,0.0,31.682232287237785,2.0,7.0,24.61615249999999,48.53448750000005,0.8026822916666667,0.16088541666666667,0.036432291666666665
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,0,0.0,2893,Hybrid policy (adaptive),0.7208020833333333,0.27919791666666666,307507968.0,111.2225,111.2225,222.445,22.7925,24.67414476482829,2.0,8.0,24.473956812499992,46.48305962500003,0.7859114583333333,0.16315104166666666,0.0509375
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Static Hot + CLOCK (adaptive),0.6959947916666667,0.30400520833333333,403446528.0,145.9225,145.9225,291.845,0.0,14.491785088366393,3.0,8.0,25.90816374999999,49.768711250000024,0.7596354166666667,0.18838541666666667,0.05197916666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Static Hot + LRU (adaptive),0.705953125,0.294046875,390230784.0,141.1425,141.1425,282.285,0.0,14.933746426539326,2.0,7.0,25.61828249999999,49.45673250000004,0.7709375,0.1803125,0.04875
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Frequency promotion (adaptive),0.7020651041666667,0.2979348958333333,395390592.0,97.385,97.385,194.77,0.0,21.788328968112697,3.0,7.0,25.52304999999999,48.90870500000004,0.770625,0.186953125,0.042421875
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,723,1.9989504,2170,Hybrid policy (adaptive),0.6988098958333333,0.30119010416666664,338511744.0,122.43625,122.43625,244.8725,22.135,17.35574563419426,3.0,8.0,25.15708143749999,46.56572212500001,0.757578125,0.186953125,0.05546875
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Static Hot + CLOCK (adaptive),0.6740911458333333,0.32590885416666665,432514944.0,156.43625,156.43625,312.8725,0.0,9.308791418253927,3.0,8.0,26.45684124999999,49.74627500000004,0.7273177083333333,0.21341145833333333,0.059270833333333335
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Static Hot + LRU (adaptive),0.6807682291666667,0.3192317708333333,423653760.0,153.23125,153.23125,306.4625,0.0,9.484362023249954,3.0,8.0,26.293277499999988,49.72682000000003,0.736015625,0.20684895833333333,0.05713541666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Frequency promotion (adaptive),0.6729739583333333,0.32702604166666666,433997568.0,113.28,113.28,226.56,0.0,13.13534140090594,3.0,8.0,26.71564124999999,49.447688750000005,0.7295572916666667,0.21700520833333334,0.0534375
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,1446,3.9979008,1447,Hybrid policy (adaptive),0.6739375,0.3260625,372245760.0,134.6375,134.6375,269.275,21.8725,10.819956798151642,3.0,8.0,25.792911812499995,46.60175312500001,0.7248177083333334,0.21182291666666667,0.063359375
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Static Hot + CLOCK (adaptive),0.625828125,0.374171875,496564992.0,179.6025,179.6025,359.205,0.0,4.210861751922434,3.0,8.0,28.345148749999993,50.415231250000026,0.6488802083333334,0.278828125,0.07229166666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Static Hot + LRU (adaptive),0.6321692708333333,0.36783072916666665,488149632.0,176.55875,176.55875,353.1175,0.0,4.277968509939137,3.0,8.0,28.140132499999993,50.07542375000002,0.659609375,0.26971354166666667,0.07067708333333333
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Frequency promotion (adaptive),0.631046875,0.368953125,489639168.0,135.47875,135.47875,270.9575,0.0,5.733278736136366,3.0,8.0,28.109051249999993,49.869016250000016,0.65953125,0.275234375,0.065234375
results\integration-gate\traces\zh_technical.bin,zh_technical,8,2893,2170,5.999616,723,Hybrid policy (adaptive),0.6309088541666666,0.36909114583333336,427576320.0,154.65,154.65,309.3,22.51375,4.863364200237446,3.0,8.0,26.97948424999999,46.78563625,0.655234375,0.2730208333333333,0.07174479166666667
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,0,0.0,3616,LRU,0.787640625,0.212359375,281822976.0,101.9325,101.9325,203.865,0.0,32.404212075010975,2.0,6.0,23.29527249999999,47.23207125000002,0.8748697916666667,0.10200520833333333,0.023125
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,0,0.0,3616,CLOCK,0.7777890625,0.2222109375,294897024.0,106.66125,106.66125,213.3225,0.0,31.196550992875153,2.0,6.0,23.485732499999987,47.04112750000002,0.8649479166666667,0.11158854166666667,0.023463541666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,0,0.0,3616,LFU,0.4311484375,0.5688515625,754925184.0,273.04875,273.04875,546.0975,0.0,13.94324413415267,6.0,10.0,37.23798875000001,60.373319999999985,0.33026041666666667,0.395234375,0.2745052083333333
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,3616,9.9975168,0,Static Hot (universal),0.4403515625,0.5596484375,742711680.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,37.001885,57.638352499999996,0.3553385416666667,0.3704427083333333,0.27421875
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Static Hot + CLOCK (universal),0.720109375,0.279890625,371443968.0,134.3475,134.3475,268.695,0.0,13.396946194606443,2.0,7.0,25.247723749999988,48.96284124999999,0.7927864583333334,0.16565104166666667,0.0415625
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Static Hot + LRU (universal),0.7284401041666667,0.27155989583333334,360388224.0,130.34875,130.34875,260.6975,0.0,13.766736768816427,2.0,7.0,25.079962499999986,48.945717500000036,0.8034114583333334,0.1559375,0.040651041666666665
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Frequency promotion (universal),0.72165625,0.27834375,369391104.0,91.41375,91.41375,182.8275,0.0,20.088659267763745,2.0,7.0,24.98892874999999,48.465128750000034,0.8007552083333334,0.16330729166666666,0.0359375
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Hybrid policy (universal),0.7206666666666667,0.2793333333333333,323174016.0,116.88875,116.88875,233.7775,17.19125,15.373552418296178,2.0,7.0,24.85409337499999,46.23643787500002,0.7902604166666667,0.16434895833333332,0.045390625
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,3616,9.9975168,0,Static Hot (adaptive),0.4979895833333333,0.5020104166666667,666220032.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,33.473715000000006,58.431715,0.441015625,0.37140625,0.187578125
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Static Hot + CLOCK (adaptive),0.7307526041666667,0.26924739583333335,357319296.0,129.23875,129.23875,258.4775,0.0,14.064687080941038,2.0,7.0,24.92058999999999,47.93707875000001,0.8089583333333333,0.16,0.031041666666666665
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Static Hot + LRU (adaptive),0.7380833333333333,0.2619166666666667,347590656.0,125.72,125.72,251.44,0.0,14.39908923934891,2.0,7.0,24.70521249999999,48.09592499999998,0.816796875,0.15307291666666667,0.030130208333333332
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Frequency promotion (adaptive),0.7324479166666666,0.26755208333333336,355069440.0,85.77,85.77,171.54,0.0,21.527981964460444,2.0,7.0,24.60381249999999,47.71055,0.816640625,0.15645833333333334,0.026901041666666667
results\integration-gate\traces\zh_technical.bin,zh_technical,10,3616,1808,4.9987584,1808,Hybrid policy (adaptive),0.7322083333333333,0.26779166666666665,314796672.0,113.85875,113.85875,227.7175,14.68125,15.91404761482768,2.0,7.0,24.609982499999987,45.950089875000025,0.807265625,0.15825520833333334,0.034479166666666665
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,0,0.0,4340,LRU,0.8268828125,0.1731171875,229744512.0,83.09625,83.09625,166.1925,0.0,47.081675530168745,1.0,5.0,22.75695499999999,46.42424375000001,0.916328125,0.070078125,0.01359375
results\integration-gate\traces\zh_technical.bin,zh_technical,12,4340,0,0.0,4340,CLOCK,0.8185859375,0.1814140625,240755328.0,87.07875,87.07875,174.1575,0.0,44.87865070093458,1.0,6.0,22.87290749999999,46.300185000000035,0.9099739583333334,0.07611979166666667,0.01390625
